timestamp,tool,duration_ms,exit_code
1785110184,get_code_snippet,41,0
1785110184,search_code,60,0
1785110186,search_graph,43,0
1785110186,query_graph,42,0
1785110186,trace_path,49,0
1785110186,get_code_snippet,37,0
1785110186,search_code,57,0
1785110188,search_graph,46,0
1785110188,query_graph,45,0
1785110188,trace_path,46,0
1785110188,get_code_snippet,41,0
1785110188,search_code,55,0
1785110190,search_graph,48,0
1785110191,query_graph,38,0
1785110191,trace_path,41,0
1785110191,get_code_snippet,42,0
1785110191,search_code,54,0
